d2_n d2_v d3_n d3_v d4_n d4_v e1_n e1_v e2_n e2_v e3_n e3_v e4_n e4_v f1_n f1_v f2_n f2_v f3_n f3_v f4_n f4_v g1_n g1_v g2_n g2_v g3_n g3_v g4_n g4_v 
11	0.0431	46	0.1804	5	0.0196	4	0.0157	26	0.1020	45	0.1765	2	0.0078	36	0.1412	34	0.1333	56	0.2196	18	0.0706	94	0.3686	56	0.2196	7	0.0275	4	0.0157	
11	0.0431	46	0.1804	5	0.0196	4	0.0157	26	0.1020	45	0.1765	2	0.0078	36	0.1412	34	0.1333	56	0.2196	18	0.0706	94	0.3686	56	0.2196	7	0.0275	4	0.0157	
64	0.2510	66	0.2588	64	0.2510	66	0.2588	78	0.3059	69	0.2706	101	0.3961	78	0.3059	62	0.2431	92	0.3608	64	0.2510	78	0.3059	69	0.2706	79	0.3098	70	0.2745	
64	0.2510	66	0.2588	64	0.2510	66	0.2588	78	0.3059	69	0.2706	101	0.3961	78	0.3059	62	0.2431	92	0.3608	64	0.2510	78	0.3059	69	0.2706	79	0.3098	70	0.2745	
64	0.2510	66	0.2588	64	0.2510	66	0.2588	78	0.3059	69	0.2706	101	0.3961	78	0.3059	62	0.2431	92	0.3608	64	0.2510	78	0.3059	69	0.2706	79	0.3098	70	0.2745	
30	0.1176	24	0.0941	31	0.1216	29	0.1137	8	0.0314	12	0.0471	8	0.0314	43	0.1686	8	0.0314	46	0.1804	16	0.0627	12	0.0471	10	0.0392	12	0.0471	40	0.1569	
30	0.1176	24	0.0941	31	0.1216	29	0.1137	8	0.0314	12	0.0471	8	0.0314	43	0.1686	8	0.0314	46	0.1804	16	0.0627	12	0.0471	10	0.0392	12	0.0471	40	0.1569	
30	0.1176	24	0.0941	31	0.1216	29	0.1137	8	0.0314	12	0.0471	8	0.0314	43	0.1686	8	0.0314	46	0.1804	16	0.0627	12	0.0471	10	0.0392	12	0.0471	40	0.1569	
79	0.3098	40	0.1569	11	0.0431	38	0.1490	65	0.2549	83	0.3255	32	0.1255	63	0.2471	66	0.2588	41	0.1608	7	0.0275	39	0.1529	52	0.2039	7	0.0275	57	0.2235	
79	0.3098	40	0.1569	11	0.0431	38	0.1490	65	0.2549	83	0.3255	32	0.1255	63	0.2471	66	0.2588	41	0.1608	7	0.0275	39	0.1529	52	0.2039	7	0.0275	57	0.2235	
